הוא צפה בסרט וראה חיה שצפה במים	hˈu tsˈafa besˈeʁet veʁaʔˈa χajˈe ʃetsˈafa bamˈajim
החיסון החדשני מעורר את המערכת החיסונית לייצר נוגדנים ספציפיים נגד נגיף השפעת.	haχisˈun haχadʃanˈi meʔoʁˈeʁ ʔˈat hamaʔaʁˈeχet haχisunˈit lejatsˈeʁ noɡdanˈim spetsifijˈim nˈeɡed neɡˈif haʃapˈaʔat.
הנגר האומן גילף עיטורים מסובכים בעץ אלון מלא בעזרת מפסלות פלדה חדות.	hanaɡˈaʁ haʔomˈan ilˈf ʔituʁˈim mesubaχˈim beʔˈets ʔalˈon malˈe beʔezʁˈat emfslˈot pladˈa χadˈut.
כלבי נחייה עוברים אילוף ממושך וקפדני כדי לסייע לעיוורים להתנייד בבטחה במרחב הציבורי.	kalvˈej neχijˈa ʔubaʁˈim ʔilˈuf memuʃˈaχ vekapdanˈi χedˈej lesajˈea leʔiʁˈim lehitnajˈed bevitχˈa bemeʁχˈav hatsibuʁˈi.
קרינת הרקע הקוסמית היא שריד עתיק מהמפץ הגדול שמהדהד ברחבי היקום.	kʁinˈat haʁˈeka hakˈosmit hˈi saʁˈid ʔatˈik mehamapˈats haɡadˈol ʃˈemedhad beʁaχavˈej hajkˈum.
פילוסופיית הסטואה העתיקה ממליצה על שליטה רגשית וקבלת הגורל בשלוות נפש מוחלטת.	filosˈofjat hstuʔa heʔtˈika mamlitsˈa ʔˈal ʃlitˈa ʁiɡʃˈit vekabalˈat haɡoʁˈal beʃalvˈat nˈefeʃ muχlˈetet.
וכשהתעוררנו מהתרדמת הארוכה, גילינו שהציוויליזציה האנושית נעלמה כליל מפני כדור הארץ.	oχiʃeatʔuaʁʁnu mehataʁdˈemet haʔaʁukˈa, ɡilˈinu ʃehatsijvilizˈatsja haʔenoʃˈit neʔelmˈa kalˈil mipnˈej kedˈoʁ haʔeʁˈets.
האופנוען הנועז ביצע פעלול אקרובטי מסוכן מעל התהום הפעורה בוואדי המדברי.	haʔofanoʔˈan hanoʔˈaz bitsˈea paʔalˈul ʔakʁobatˈi mesukˈan mˈaʔal hatehˈom hapʔuʁˈa bevadˈi hamidbaʁˈi.
אסטרטגיית השיווק הדיגיטלית דרשה אופטימיזציה מתמדת של קמפיינים ממומנים ברשתות החברתיות.	ʔastʁatˈeɡjat haʃivˈuk hadiɡitˈalit daʁʃˈa ʔoptimizˈatsja matmedˈet ʃˈal kampˈejnim memumanˈim baʁʃatˈot haχevʁatijˈot.
הצוות הרפואי בחדר המיון העניק טיפול מציל חיים לפצועי תאונת הדרכים הקשה הלילה.	hatsˈevet haʁfuʔˈi baχˈedeʁ hamijˈun heʔenˈik tipˈul matsˈil χajˈim liftsuʔˈej teʔunˈat hadʁaχˈim hakaʃˈa halˈajla.
סוכני הביון השתמשו במיקרופונים זעירים ומוצפנים כדי להאזין לשיחות של המאפיה האיטלקית בנאפולי.	soχnˈej habijˈun hiʃtamʃˈu bemikʁˈofonim zeʔiʁˈim omuatspanˈim χedˈej lehaʔazˈin lesiχˈot ʃˈel hamaʔafijˈa haʔitalkˈit beeʔpuli.
הפסיכולוגיה הקוגניטיבית מתמקדת בתהליכי עיבוד מידע, זיכרון לטווח קצר וקבלת החלטות.	hapsiχoloɡjˈa hakoɡnitˈivit mitmakˈedet betahaliχˈej ʔibˈud medˈa, ziχʁˈon litvˈaχ kˈetseʁ vekabalˈat haχlatˈot.
חוקרי האבולוציה גילו מאובנים המוכיחים את הקשר הביולוגי ההדוק בין דינוזאורים לעופות מודרניים.	χokʁˈej haʔevolˈutsja ɡilˈu meʔubanˈim hamoχiχˈim ʔˈet hakaʃˈaʁ habijolˈoɡi hehadˈuk bˈen dinozˈaʔuʁim laʔofˈot modˈeʁnijim.
שרברב מוסמך תיקן את הצנרת הפגומה שממנה דלפו מים חלודים למרתף הבניין.	ʃʁavʁˈav musmˈaχ tikˈen ʔˈat hatsanˈeʁet hapɡumˈa ʃemimˈena dalfˈu mijˈam χaludˈim lemaʁtˈef habinjˈan.
אנזים הפרוטאז מפרק חלבונים מורכבים במערכת העיכול והופך אותם לחומצות אמינו חיוניות לגוף.	ʔenzˈim hapaʁutaazˈ mefaʁˈek χelbonˈim muʁkavˈim bamaʔaʁˈeχet haʔikˈul vehofˈeχ ʔotˈam lˈaχomˈutˈ ʔamilanˈu χijunijˈot leɡˈuf.
הקונצנזוס המדעי גורס שפליטת גזי חממה מואצת גורמת לשינויי אקלים דרסטיים ובלתי הפיכים.	hakontsenzˈus hamadaʔˈi ɡoʁˈes ʃeplitˈat ɡazˈi χamamˈa muʔˈetset ɡoʁˈemet leʃinujˈej ʔaklˈim dʁˈastijim uviltˈi hafiχˈim.
פסטיבל מוזיקת האינדי משך אליו אלפי בני נוער עם אוהלים, גיטרות ושקי שינה.	festivˈal mˈuzikat hʔˈinadˈ maʃˈaχ ʔelˈav ʔalfˈej banˈej nˈoʔaʁ ʔˈam ʔohalˈim, ɡitˈaʁot oʃˈakˈ ʃenˈa.
אדריכלי הנוף תכננו פארק אקולוגי חדשני עם מערכות טיהור מים ביולוגיות וצמחייה מקומית.	ʔadʁiχalˈej hanˈof tiχnˈanu pˈaʁk ʔekoloɡˈi χadʃanˈi ʔˈam maʔaʁχˈot tihˈuʁ mˈajim bijolˈoɡijot vetsimχijˈa mekomˈit.
הסטארטאפ המקומי פיתח אלגוריתם מתקדם לזיהוי אנומליות ודפוסים חריגים בתעבורת רשת ארגונית.	hastaʁtʔˈap hamkomˈi pitˈeaχ ʔalɡoʁˈitm mitkadˈem lezihˈuj ʔanomˈaljot odposˈiim χaʁiɡˈim betaʔavuʁˈat ʁˈeʃet ʔiʁɡunˈit.
אלגברת מטריצות מספקת כלים חישוביים חזקים לפתרון מערכות של משוואות לינאריות מרובות משתנים.	ʔlˈɡbaaʁit imatʁtsjˈot maspekˈet kelˈim χiʃuvijˈim χazakˈim lefitʁˈon maʔaʁχˈot ʃˈel miʃvaʔˈot alˈaʔˈʁjˈot meʁubˈot miʃtanˈim.
המטבעות העתיקים שנמצאו בכד החרס מתקופת החשמונאים עשויים מכסף טהור ונושאים כתובות נדירות.	hamatbʔˈot haʔatikˈim ʃenimtsʔˈu bakˈad haχˈeʁes mitkufˈat haχaʃmonaʔˈim ʔasujˈim mikˈesef tahˈoʁ venosʔˈim ktuvˈot nediʁˈot.
תיאטרון הפרינג' העלה מחזה אבסורדי שבו השחקנים החליפו תפקידים ומגדרים בסצנות אקראיות.	teʔatʁˈon hapaʁˈnɡ' heʔelˈa maχazˈe ʔabsˈuʁdi ʃvˈu hasaχkanˈim heχelifˈo tafkidˈim umiɡdaʁˈim bistsenˈot ʔakʁaʔijˈot.
שדרני הרדיו שידרו דיווח חי מזירת האירוע שבה התרחשה תאונת השרשרת הקטלנית בבוקר.	ʃadʁanˈej haʁˈadjo ʃidʁˈu diˈeaχ χˈaj miziʁˈat haʔeʁˈua ʃˈava hitʁaχaʃˈa teʔunˈat haʃaʁʃˈeʁet hakatlanˈit vabˈokeʁ.
האוטוסטרדה החדשה קיצרה משמעותית את זמני הנסיעה מהפריפריה הצפונית אל המטרופולין הסואן במרכז.	haʔotostʁˈada haχadaʃˈa kitsʁˈa maʃmaʔutˈit ʔˈet zmanˈi hansiʔˈa mehapeʁifˈeʁja hatsfonˈit ʔˈel hametʁopolˈin hasoʔˈen bemeʁkˈaz.
כשהאוטובוס המקרטע הגיע לתחנה המרכזית, הנוסעים המותשים מיהרו לרדת עם המזוודות הכבדות.	kʃehaʔˈotobus hamkaʁtˈea hiɡˈia lataχanˈa hameʁkazˈit, hanosʔˈim hamutaʃˈim mihaʁˈu laʁˈedet ʔˈam hamizvadˈot hakvedˈot.
התרופה ההומיאופתית עוררה ויכוח סוער בקרב הקהילה הרפואית סביב אפקט הפלצבו בניסויים קליניים.	hatʁufˈa ahauemʔupitjit ʔoʁʁˈa vikˈuaχ soʔˈeʁ bakʁˈav hakehilˈa haʁfuʔˈit svˈiv ʔefˈekt haplatsˈebo banisujˈim klˈinijim.
רבנים ופוסקי הלכה התכנסו לדון בסוגיות אתיות הקשורות לשיבוט גנטי והנדסת איברים.	ʁabanˈim ufoskˈej halχˈa hitkansˈu ladˈun besuɡjˈot ʔˈetijot hakʃuʁˈot leʃibˈut ɡenˈeti vehandasˈat ʔejvaʁˈim.
מפיק הטלוויזיה ליהק שחקנים אנונימיים לריאליטי הישרדות אכזרי שצולם על אי טרופי בודד.	mefˈik hatelevˈizja liakˈ saχkanˈim ʔanonˈimijim leʁeʔaletˈi hisaʁdˈut ʔaχzaʁˈi ʃetsulˈam ʔˈal ʔˈej tʁufˈej bodˈed.
