הוא צפה בסרט וראה חיה שצפה במים	hˈu tsafˈa baseʁˈet veʁaʔˈa χajˈa ʃetsafˈa bmajˈim
הנגר האומן גילף עיטורים מסובכים בעץ אלון מלא בעזרת מפסלות פלדה חדות.	hanaɡˈaʁ haʔumˈan ɡilˈef ʔituʁˈim msubaχˈim baʔˈets ʔalˈon malˈe bʔezʁˈat mfsalˈot pladˈa χadˈot.
כלבי נחייה עוברים אילוף ממושך וקפדני כדי לסייע לעיוורים להתנייד בבטחה במרחב הציבורי.	kalvˈej nχijˈa ʔovʁˈim ʔilˈuf mmuʃˈaχ vekapdanˈi kdˈej lsajeˈa lʔiuʁˈim lhitnajˈed bvitχˈa bmeʁχˈav hatsibuʁˈi.
קרינת הרקע הקוסמית היא שריד עתיק מהמפץ הגדול שמהדהד ברחבי היקום.	kʁinˈat haʁekˈa hakosmˈit hˈi saʁˈid ʔatˈik mehamapˈats haɡadˈol ʃemhadhˈed bʁaχavˈej hajkˈum.
פילוסופיית הסטואה העתיקה ממליצה על שליטה רגשית וקבלת הגורל בשלוות נפש מוחלטת.	filosofjˈat hastuʔˈa heʔatikˈa mamlitsˈa ʔˈal ʃlitˈa ʁiɡʃˈit vekabalˈat haɡoʁˈal bʃalvˈat nefˈeʃ muχletˈet.
וכשהתעוררנו מהתרדמת הארוכה, גילינו שהציוויליזציה האנושית נעלמה כליל מפני כדור הארץ.	uχʃehitʔoʁaʁnˈu mehataʁdemˈet haʔaʁukˈa, ɡilinˈu ʃehatsijvilizatsjˈa haʔenoʃˈit neʔelmˈa kalˈil mipnˈej kadˈuʁ haʔaʁˈets.
האופנוען הנועז ביצע פעלול אקרובטי מסוכן מעל התהום הפעורה בוואדי המדברי.	haʔofanoʔˈan hanoʔˈaz bitseˈa paʔalˈul ʔakʁobatˈi msukˈan meʔˈal hathˈom hapʔuʁˈa bvadˈi hamidbaʁˈi.
אסטרטגיית השיווק הדיגיטלית דרשה אופטימיזציה מתמדת של קמפיינים ממומנים ברשתות החברתיות.	ʔastʁateɡjˈat haʃijvˈuk hadiɡitalˈit daʁʃˈa ʔoptimizatsjˈa matmedˈet ʃˈel kampejnˈim mmumanˈim baʁʃatˈot haχevʁatijˈot.
הצוות הרפואי בחדר המיון העניק טיפול מציל חיים לפצועי תאונת הדרכים הקשה הלילה.	hatsevˈet haʁfuʔˈi baχadˈaʁ hamijˈun heʔenˈik tipˈul matsˈil χajˈim liftsoʔˈej tʔunˈat hadʁaχˈim hakaʃˈa halajlˈa.
סוכני הביון השתמשו במיקרופונים זעירים ומוצפנים כדי להאזין לשיחות של המאפיה האיטלקית בנאפולי.	soχnˈej habijˈon hiʃtamʃˈu bmikʁofonˈim zʔiʁˈim umutspanˈim kdˈej lhaʔazˈin lasiχˈot ʃˈel hamaʔafijˈa haʔitalkˈit bnapolˈi.
הפסיכולוגיה הקוגניטיבית מתמקדת בתהליכי עיבוד מידע, זיכרון לטווח קצר וקבלת החלטות.	hapsiχoloɡjˈa hakoɡnitivˈit mitmakedˈet btahaliχˈej ʔibˈud medˈa, zikaʁˈon litvˈaχ katsˈaʁ vekabalˈat haχlatˈot.
חוקרי האבולוציה גילו מאובנים המוכיחים את הקשר הביולוגי ההדוק בין דינוזאורים לעופות מודרניים.	χokʁˈej haʔevolutsjˈa ɡilˈu mʔubanˈim hamoχiχˈim ʔˈet hakeʃˈeʁ habijoloɡˈi hehadˈuk bˈen dinozaʔuʁˈim lʔofˈot modeʁnijˈim.
שרברב מוסמך תיקן את הצנרת הפגומה שממנה דלפו מים חלודים למרתף הבניין.	ʃeʁavʁˈav musmˈaχ tikˈen ʔˈet hatsaneʁˈet hapɡumˈa ʃemimenˈa dalfˈu majˈim χaludˈim lmaʁtˈef habinjˈan.
אנזים הפרוטאז מפרק חלבונים מורכבים במערכת העיכול והופך אותם לחומצות אמינו חיוניות לגוף.	ʔanazˈim hapʁotˈaz mifeʁˈek χelbonˈim muʁkavˈim bmaʔaʁeχˈet haʔikˈul vehofˈeχ ʔotˈam lχumtsˈot ʔaminˈu χijunijˈot laɡˈuf.
הקונצנזוס המדעי גורס שפליטת גזי חממה מואצת גורמת לשינויי אקלים דרסטיים ובלתי הפיכים.	hakontsenzˈus hamadaʔˈi ɡˈuʁs ʃeplitˈat ɡazˈi χamamˈa muʔetsˈet ɡoʁemˈet lʃinujˈej ʔaklˈim dʁastijˈim uviltˈi hapiχˈim.
פסטיבל מוזיקת האינדי משך אליו אלפי בני נוער עם אוהלים, גיטרות ושקי שינה.	festivˈal muzikˈet haʔindˈi maʃˈaχ ʔelˈav ʔalfˈej bnˈej noʔˈaʁ ʔˈim ʔohalˈim, ɡitaʁˈot usakˈej ʃinˈa.
אדריכלי הנוף תכננו פארק אקולוגי חדשני עם מערכות טיהור מים ביולוגיות וצמחייה מקומית.	ʔadʁiχalˈi hanˈof taχnnˈu pˈaʁk ʔekoloɡˈi χadʃanˈi ʔˈim maʔaʁχˈot tihˈuʁ majˈim bijoloɡijˈot vetsimχijˈa mkomˈit.
הסטארטאפ המקומי פיתח אלגוריתם מתקדם לזיהוי אנומליות ודפוסים חריגים בתעבורת רשת ארגונית.	hastaʁtaʔˈap hamkomˈi piteˈaχ ʔalɡoʁˈitm mitkadˈem lzihˈuj ʔanomalijˈot udfusˈim χaʁiɡˈim btaʔavoʁˈet ʁeʃˈet ʔiʁɡunˈit.
אלגברת מטריצות מספקת כלים חישוביים חזקים לפתרון מערכות של משוואות לינאריות מרובות משתנים.	ʔalɡebʁˈat matʁitsˈot msapekˈet kelˈim χiʃuvijˈim χazakˈim lfitʁˈon maʔaʁaχˈot ʃˈel miʃvaʔˈot linaʁijˈot mʁubˈot miʃtanˈim.
המטבעות העתיקים שנמצאו בכד החרס מתקופת החשמונאים עשויים מכסף טהור ונושאים כתובות נדירות.	hamatbʔˈot haʔatikˈim ʃenimtsʔˈu bχˈad haχeʁˈes mitkufˈat haχeʃmonaʔˈim ʔasujˈim mikesˈef tahˈoʁ venosʔˈim ktuvˈot ndiʁˈot.
תיאטרון הפרינג' העלה מחזה אבסורדי שבו השחקנים החליפו תפקידים ומגדרים בסצנות אקראיות.	teʔatʁˈon hafʁˈindʒ heʔelˈa maχazˈe ʔabsuʁdˈi ʃebˈo hasaχkanˈim heχelifˈu tafkidˈim umɡadaʁˈim bistsenˈot ʔakʁaʔijˈot.
שדרני הרדיו שידרו דיווח חי מזירת האירוע שבה התרחשה תאונת השרשרת הקטלנית בבוקר.	ʃadʁanˈej haʁadjˈo ʃidʁˈu dijvuˈaχ χˈaj mzeʁˈat haʔejʁuˈa ʃebˈa hitʁaχaʃˈa tʔunˈat haʃaʁʃeʁˈet hakatlanˈit babokˈeʁ.
האוטוסטרדה החדשה קיצרה משמעותית את זמני הנסיעה מהפריפריה הצפונית אל המטרופולין הסואן במרכז.	haʔotostʁadˈa haχadaʃˈa kitsʁˈa maʃmaʔutˈit ʔˈet zmanˈej hansiʔˈa mehapaʁifeʁjˈa hatsfonˈit ʔˈel hametʁopolˈin hasoʔˈan bameʁkˈaz.
כשהאוטובוס המקרטע הגיע לתחנה המרכזית, הנוסעים המותשים מיהרו לרדת עם המזוודות הכבדות.	kʃehaʔotobˈus hamkaʁtˈe hiɡiˈa lataχanˈa hameʁkazˈit, hanosʔˈim hamutaʃˈim mihaʁˈu laʁedˈet ʔˈim hamizvadˈot hakvedˈot.
התרופה ההומיאופתית עוררה ויכוח סוער בקרב הקהילה הרפואית סביב אפקט הפלצבו בניסויים קליניים.	hatʁufˈa hahomiʔopatˈit ʔoʁʁˈa vikuˈaχ soʔˈeʁ bkeʁˈev hakhilˈa haʁfuʔˈit svˈiv ʔefˈekt haplatsebˈo bnisujˈim klinijˈim.
רבנים ופוסקי הלכה התכנסו לדון בסוגיות אתיות הקשורות לשיבוט גנטי והנדסת איברים.	ʁabanˈim ufoskˈej halaχˈa hitkansˈu ladˈun bsuɡjˈot ʔetijˈot hakʃuʁˈot lʃibˈut ɡenetˈi vehandasˈat ʔejvaʁˈim.
מפיק הטלוויזיה ליהק שחקנים אנונימיים לריאליטי הישרדות אכזרי שצולם על אי טרופי בודד.	mepˈik hatelevizjˈa lihˈek saχkanˈim ʔanonimijˈim lʁeʔalitˈi hisaʁdˈut ʔaχzaʁˈi ʃetsulˈam ʔˈal ʔˈi tʁopˈi bodˈed.
