הוא צפה בסרט וראה חיה שצפה במים	hˈu tsafˈa baseʁˈet veʁaʔˈa χajˈa ʃetsafˈa bamajˈim
הנגר האומן גילף עיטורים מסובכים בעץ אלון מלא בעזרת מפסלות פלדה חדות.	hanaɡˈaʁ haʔumˈan ɡilˈef ʔituʁˈim msubaχˈim bʔˈets ʔalˈon malˈe bʔezʁˈat mifsalˈot pladˈa χadˈot.
כלבי נחייה עוברים אילוף ממושך וקפדני כדי לסייע לעיוורים להתנייד בבטחה במרחב הציבורי.	kalvˈej nχijˈa ʔovʁˈim ʔilˈuf mmuʃˈaχ vekapdanˈi kdˈej lsajeˈa laʔiuʁˈim lhitnajˈed bvitχˈa bameʁχˈav hatsibuʁˈi.
קרינת הרקע הקוסמית היא שריד עתיק מהמפץ הגדול שמהדהד ברחבי היקום.	kʁinˈat haʁekˈa hakosmˈit hˈi saʁˈid ʔatˈik mehamapˈats haɡadˈol ʃemhadhˈed bʁaχavˈej hajkˈum.
פילוסופיית הסטואה העתיקה ממליצה על שליטה רגשית וקבלת הגורל בשלוות נפש מוחלטת.	filosofjˈat hastoʔˈa haʔatikˈa mamlitsˈa ʔˈal ʃlitˈa ʁiɡʃˈit vekabalˈat haɡoʁˈal bʃalvˈat nefˈeʃ muχletˈet.
וכשהתעוררנו מהתרדמת הארוכה, גילינו שהציוויליזציה האנושית נעלמה כליל מפני כדור הארץ.	uχʃehitʔoʁaʁnˈu mehataʁdemˈet haʔaʁukˈa, ɡilinˈu ʃehatsijvilizatsjˈa haʔenoʃˈit neʔelmˈa kalˈil mipnˈej kadˈuʁ haʔaʁˈets.
האופנוען הנועז ביצע פעלול אקרובטי מסוכן מעל התהום הפעורה בוואדי המדברי.	haʔofanoʔˈan hanoʔˈaz bitseˈa paʔalˈul ʔakʁovetˈi msukˈan meʔˈal hathˈom hapʔuʁˈa bavadˈi hamidbaʁˈi.
אסטרטגיית השיווק הדיגיטלית דרשה אופטימיזציה מתמדת של קמפיינים ממומנים ברשתות החברתיות.	ʔastʁateɡjˈat haʃijvˈuk hadiɡitalˈit daʁʃˈa ʔoptimizatsjˈa matmedˈet ʃˈel kampejnˈim mmumanˈim baʁʃatˈot haχevʁatijˈot.
הצוות הרפואי בחדר המיון העניק טיפול מציל חיים לפצועי תאונת הדרכים הקשה הלילה.	hatsevˈet haʁfuʔˈi baχadˈaʁ hamijˈun heʔenˈik tipˈul matsˈil χajˈim liftsuʔˈej tʔunˈat hadʁaχˈim hakaʃˈa halajlˈa.
סוכני הביון השתמשו במיקרופונים זעירים ומוצפנים כדי להאזין לשיחות של המאפיה האיטלקית בנאפולי.	soχnˈej habijˈun hiʃtamʃˈu bmikʁofonˈim zʔiʁˈim umutspanˈim kdˈej lhaʔazˈin lasiχˈot ʃˈel hamaʔafjˈa haʔitalkˈit bnapolˈi.
הפסיכולוגיה הקוגניטיבית מתמקדת בתהליכי עיבוד מידע, זיכרון לטווח קצר וקבלת החלטות.	hapsiχoloɡjˈa hakoɡnitivˈit mitmakedˈet btahaliχˈej ʔibˈud medˈa, zikaʁˈon litvˈaχ katsˈaʁ vekabalˈat haχlatˈot.
חוקרי האבולוציה גילו מאובנים המוכיחים את הקשר הביולוגי ההדוק בין דינוזאורים לעופות מודרניים.	χokʁˈej haʔevolutsjˈa ɡilˈu mʔubanˈim hamoχiχˈim ʔˈet hakeʃˈeʁ habijoloɡˈi hehadˈuk bˈen dinozaʔoʁˈim lʔofˈot modeʁnijˈim.
שרברב מוסמך תיקן את הצנרת הפגומה שממנה דלפו מים חלודים למרתף הבניין.	ʃʁbʁˈav musmˈaχ tikˈen ʔˈet hatsaneʁˈet hapɡumˈa ʃemimenˈa dalfˈu majˈim χaludˈim lmaʁtˈef habinjˈan.
אנזים הפרוטאז מפרק חלבונים מורכבים במערכת העיכול והופך אותם לחומצות אמינו חיוניות לגוף.	ʔanzˈim hapʁotˈaz mfaʁˈek χelbonˈim muʁkavˈim bmaʔaʁeχˈet haʔikˈul vehofˈeχ ʔotˈam lχumtsˈot ʔaminˈo χijunijˈot laɡˈuf.
הקונצנזוס המדעי גורס שפליטת גזי חממה מואצת גורמת לשינויי אקלים דרסטיים ובלתי הפיכים.	hakontsenzˈus hamadaʔˈi ɡoʁˈes ʃeplitˈat ɡazˈej χamamˈa muʔetsˈet ɡoʁemˈet lʃinujˈej ʔaklˈim dʁastijˈim uviltˈi hafiχˈim.
פסטיבל מוזיקת האינדי משך אליו אלפי בני נוער עם אוהלים, גיטרות ושקי שינה.	festivˈal muzikˈat haʔindˈi maʃˈaχ ʔelˈav ʔalfˈej bnˈej noʔˈaʁ ʔˈim ʔohalˈim, ɡitaʁˈot vesakˈej ʃenˈa.
אדריכלי הנוף תכננו פארק אקולוגי חדשני עם מערכות טיהור מים ביולוגיות וצמחייה מקומית.	ʔadʁiχalˈej hanˈof tiχnnˈu pˈaʁk ʔekoloɡˈi χadʃanˈi ʔˈim maʔaʁχˈot tihˈuʁ majˈim bijoloɡijˈot vetsimχijˈa mkomˈit.
הסטארטאפ המקומי פיתח אלגוריתם מתקדם לזיהוי אנומליות ודפוסים חריגים בתעבורת רשת ארגונית.	hastaʁtaʔˈap hamkomˈi piteˈaχ ʔalɡoʁˈitm mitkadˈem lzihˈuj ʔanomalijˈot udfusˈim χaʁiɡˈim btaʔavʁˈat ʁeʃˈet ʔiʁɡunˈit.
אלגברת מטריצות מספקת כלים חישוביים חזקים לפתרון מערכות של משוואות לינאריות מרובות משתנים.	ʔalɡebeʁˈat matʁitsˈot msapekˈet kelˈim χiʃuvijˈim χazakˈim lfitʁˈon maʔaʁaχˈot ʃˈel miʃvaʔˈot linaʁijˈot mʁubˈot miʃtanˈim.
המטבעות העתיקים שנמצאו בכד החרס מתקופת החשמונאים עשויים מכסף טהור ונושאים כתובות נדירות.	hamatbʔˈot haʔatikˈim ʃenimtsʔˈu bχˈad haχeʁˈes mitkufˈat haχaʃmonaʔˈim ʔasujˈim mikesˈef tahˈoʁ venosʔˈim ktovˈot ndiʁˈot.
תיאטרון הפרינג' העלה מחזה אבסורדי שבו השחקנים החליפו תפקידים ומגדרים בסצנות אקראיות.	teʔatʁˈon hapʁˈindʒ heʔelˈa maχazˈe ʔabsuʁdˈi ʃebˈo hasaχkanˈim heχelifˈu tafkidˈim umiɡdaʁˈim bistsenˈot ʔakʁaʔijˈot.
שדרני הרדיו שידרו דיווח חי מזירת האירוע שבה התרחשה תאונת השרשרת הקטלנית בבוקר.	ʃadʁanˈej haʁadjˈo ʃidʁˈu dijvuˈaχ χˈaj miziʁˈat haʔejʁuˈa ʃebˈa hitʁaχaʃˈa tʔunˈat haʃaʁʃeʁˈet hakatlanˈit babokˈeʁ.
האוטוסטרדה החדשה קיצרה משמעותית את זמני הנסיעה מהפריפריה הצפונית אל המטרופולין הסואן במרכז.	haʔotostʁdˈa haχadaʃˈa kitsʁˈa maʃmaʔutˈit ʔˈet zmanˈej hansiʔˈa mehapeʁifeʁjˈa hatsfonˈit ʔˈel hametʁopolˈin hasoʔˈen bameʁkˈaz.
כשהאוטובוס המקרטע הגיע לתחנה המרכזית, הנוסעים המותשים מיהרו לרדת עם המזוודות הכבדות.	kʃehaʔotobˈus hamkaʁteˈa hiɡiˈa lataχanˈa hameʁkazˈit, hanosʔˈim hamutaʃˈim mihaʁˈu laʁedˈet ʔˈim hamizvadˈot hakvedˈot.
התרופה ההומיאופתית עוררה ויכוח סוער בקרב הקהילה הרפואית סביב אפקט הפלצבו בניסויים קליניים.	hatʁufˈa hahomeʔoptˈit ʔoʁʁˈa vikuˈaχ soʔˈeʁ bkeʁˈev hakhilˈa haʁfuʔˈit svˈiv ʔefˈekt haplatsbˈo bnisujˈim klinijˈim.
רבנים ופוסקי הלכה התכנסו לדון בסוגיות אתיות הקשורות לשיבוט גנטי והנדסת איברים.	ʁabanˈim ufoskˈej halaχˈa hitkansˈu ladˈun bsuɡjˈot ʔetijˈot hakʃuʁˈot lʃibˈut ɡenetˈi vehandasˈat ʔejvaʁˈim.
מפיק הטלוויזיה ליהק שחקנים אנונימיים לריאליטי הישרדות אכזרי שצולם על אי טרופי בודד.	mfˈik hatelevizjˈa lihˈek saχkanˈim ʔanonimijˈim lʁeʔalitˈi hisaʁdˈut ʔaχzaʁˈi ʃetsulˈam ʔˈal ʔˈi tʁopˈi bodˈed.
