הוא צפה בסרט וראה חיה שצפה במים	hˈu tsafˈa basˈeʁet veʁaʔˈa χajˈa ʃetsafˈa bamˈajim
הנגר האומן גילף עיטורים מסובכים בעץ אלון מלא בעזרת מפסלות פלדה חדות.	hanˈaɡaʁ haʔumˈan ɡilˈef ʔituʁˈim mesubaχˈim beʔˈets ʔalˈon malˈe beʔezʁˈat mifsalˈot pladˈa χadˈot.
כלבי נחייה עוברים אילוף ממושך וקפדני כדי לסייע לעיוורים להתנייד בבטחה במרחב הציבורי.	kalvˈej neχijˈa ʔovʁˈim ʔilˈuf memuʃˈaχ vekapdanˈi kedˈej lesajˈea laʔiuʁˈim lehitnajˈed bevitχˈa bameʁχˈav hatsibuʁˈi.
קרינת הרקע הקוסמית היא שריד עתיק מהמפץ הגדול שמהדהד ברחבי היקום.	kʁinˈat haʁˈeka hakosmˈit hˈi saʁˈid ʔatˈik mehamapˈats haɡadˈol ʃemhadhˈed beʁaχavˈej hajkˈum.
פילוסופיית הסטואה העתיקה ממליצה על שליטה רגשית וקבלת הגורל בשלוות נפש מוחלטת.	filosˈofjat hastoʔˈa haʔatikˈa mamlitsˈa ʔˈal ʃlitˈa ʁiɡʃˈit vekabalˈat haɡoʁˈal beʃalvˈat nˈefeʃ muχlˈetet.
וכשהתעוררנו מהתרדמת הארוכה, גילינו שהציוויליזציה האנושית נעלמה כליל מפני כדור הארץ.	uχeʃehitʔoʁˈaʁnu mehataʁdˈemet haʔaʁukˈa, ɡilˈinu ʃehatsˈijvilizatsja haʔenoʃˈit neʔelmˈa kalˈil mipnˈej kadˈuʁ haʔˈaʁets.
האופנוען הנועז ביצע פעלול אקרובטי מסוכן מעל התהום הפעורה בוואדי המדברי.	haʔofanoʔˈan hanoʔˈaz bitsˈea paʔalˈul ʔakʁovˈeti mesukˈan meʔˈal hatehˈom hapeʔuʁˈa bavadˈi hamidbaʁˈi.
אסטרטגיית השיווק הדיגיטלית דרשה אופטימיזציה מתמדת של קמפיינים ממומנים ברשתות החברתיות.	ʔastʁatˈeɡjat haʃijvˈuk hadiɡitˈalit daʁʃˈa ʔoptˈimizatsja matmˈedet ʃˈel kampejnˈim memumanˈim baʁʃatˈot haχevʁatijˈot.
הצוות הרפואי בחדר המיון העניק טיפול מציל חיים לפצועי תאונת הדרכים הקשה הלילה.	hatsˈevet haʁfuʔˈi baχadˈaʁ hamijˈun heʔenˈik tipˈul matsˈil χajˈim liftsuʔˈej teʔunˈat hadʁaχˈim hakaʃˈa halˈajla.
סוכני הביון השתמשו במיקרופונים זעירים ומוצפנים כדי להאזין לשיחות של המאפיה האיטלקית בנאפולי.	soχnˈej habijˈun hiʃtamʃˈu bemikʁofonˈim zeʔiʁˈim umutspˈanim kedˈej lehaʔazˈin lasiχˈot ʃˈel hamaʔafjˈa haʔitalkˈit benapolˈi.
הפסיכולוגיה הקוגניטיבית מתמקדת בתהליכי עיבוד מידע, זיכרון לטווח קצר וקבלת החלטות.	hapsiχolˈoɡja hakoɡnˈitˈivit mitmakˈedet betahaliχˈej ʔibˈud medˈa, zikaʁˈon litvˈaχ katsˈaʁ vekabalˈat haχlatˈot.
חוקרי האבולוציה גילו מאובנים המוכיחים את הקשר הביולוגי ההדוק בין דינוזאורים לעופות מודרניים.	χokʁˈej haʔevolˈutsja ɡilˈu meʔubanˈim hamoχˈiχim ʔˈet hakˈeʃeʁ habijolˈoɡi hehadˈuk bˈen dinozˈaʔoʁim leʔofˈot modˈeʁnijim.
שרברב מוסמך תיקן את הצנרת הפגומה שממנה דלפו מים חלודים למרתף הבניין.	ʃʁbʁˈav musmˈaχ tikˈen ʔˈet hatsanˈeʁet hapeɡumˈa ʃemimˈena dalfˈu majˈim χaludˈim lemaʁtˈef habinjˈan.
אנזים הפרוטאז מפרק חלבונים מורכבים במערכת העיכול והופך אותם לחומצות אמינו חיוניות לגוף.	ʔanzˈim hapʁotˈaz mefaʁˈek χelbonˈim muʁkavˈim bemaʔaʁeχˈet haʔikˈul vehofˈeχ ʔotˈam leχumtsˈot ʔaminˈo χijunijˈot laɡˈuf.
הקונצנזוס המדעי גורס שפליטת גזי חממה מואצת גורמת לשינויי אקלים דרסטיים ובלתי הפיכים.	hakontsˈenzus hamadaʔˈi ɡoʁˈes ʃeplitˈat ɡazˈej χamamˈa muʔˈetset ɡoʁˈemet leʃinujˈej ʔaklˈim dʁˈastijim uviltˈi hafiχˈim.
פסטיבל מוזיקת האינדי משך אליו אלפי בני נוער עם אוהלים, גיטרות ושקי שינה.	festivˈal mˈuzikat haʔˈindi maʃˈaχ ʔelˈav ʔalfˈej bnˈej nˈoʔaʁ ʔˈim ʔohalˈim, ɡitaʁˈot vesakˈej ʃenˈa.
אדריכלי הנוף תכננו פארק אקולוגי חדשני עם מערכות טיהור מים ביולוגיות וצמחייה מקומית.	ʔadʁˈiχalej hanˈof tiχnnˈu pˈaʁk ʔekolˈoɡi χadʃanˈi ʔˈim maʔaʁχˈot tihˈuʁ majˈim bijolˈoɡijot vetsimχijˈa mekomˈit.
הסטארטאפ המקומי פיתח אלגוריתם מתקדם לזיהוי אנומליות ודפוסים חריגים בתעבורת רשת ארגונית.	hastaʁtaʔˈap hamkomˈi pitˈeaχ ʔalɡoʁˈitm mitkadˈem lezihˈuj ʔanomˈalijot udfusˈim χaʁiɡˈim betaʔavʁˈat ʁˈeʃet ʔiʁɡunˈit.
אלגברת מטריצות מספקת כלים חישוביים חזקים לפתרון מערכות של משוואות לינאריות מרובות משתנים.	ʔalɡebeʁˈat matʁˈitsot mesapˈeket kelˈim χiʃuvijˈim χazakˈim lefitʁˈon maʔaʁaχˈot ʃˈel miʃvaʔˈot linaʁijˈot meʁubˈot miʃtanˈim.
המטבעות העתיקים שנמצאו בכד החרס מתקופת החשמונאים עשויים מכסף טהור ונושאים כתובות נדירות.	hamatbʔˈot haʔatikˈim ʃenimtsʔˈu beχˈad haχˈeʁes mitkufˈat haχaʃmonaʔˈim ʔasujˈim mikˈesef tahˈoʁ venosʔˈim ktovˈot nediʁˈot.
תיאטרון הפרינג' העלה מחזה אבסורדי שבו השחקנים החליפו תפקידים ומגדרים בסצנות אקראיות.	teʔatʁˈon hapʁˈindʒ heʔelˈa maχazˈe ʔabsˈuʁdi ʃebˈo hasaχkanˈim heχelˈifu tafkidˈim umiɡdaʁˈim bistsenˈot ʔakʁaʔijˈot.
שדרני הרדיו שידרו דיווח חי מזירת האירוע שבה התרחשה תאונת השרשרת הקטלנית בבוקר.	ʃadʁanˈej haʁˈadjo ʃidʁˈu dijvˈuaχ χˈaj miziʁˈat haʔejʁˈua ʃebˈa hitʁaχaʃˈa teʔunˈat haʃaʁʃˈeʁet hakatlanˈit babˈokeʁ.
האוטוסטרדה החדשה קיצרה משמעותית את זמני הנסיעה מהפריפריה הצפונית אל המטרופולין הסואן במרכז.	haʔotostʁˈda haχadaʃˈa kitsʁˈa maʃmaʔutˈit ʔˈet zmanˈej hansiʔˈa mehapeʁifˈeʁja hatsfonˈit ʔˈel hamˈetʁopolin hasoʔˈen bameʁkˈaz.
כשהאוטובוס המקרטע הגיע לתחנה המרכזית, הנוסעים המותשים מיהרו לרדת עם המזוודות הכבדות.	kʃehaʔˈotobˈus hamkaʁtˈea hiɡˈia lataχanˈa hameʁkazˈit, hanoseʔˈim hamutaʃˈim mihaʁˈu laʁˈedet ʔˈim hamizvadˈot hakevedˈot.
התרופה ההומיאופתית עוררה ויכוח סוער בקרב הקהילה הרפואית סביב אפקט הפלצבו בניסויים קליניים.	hatʁufˈa hahomeʔoptˈit ʔoʁeʁˈa vikˈuaχ soʔˈeʁ bekˈeʁev hakehilˈa haʁfuʔˈit svˈiv ʔefˈekt haplatsbˈo benisujˈim klˈinijim.
רבנים ופוסקי הלכה התכנסו לדון בסוגיות אתיות הקשורות לשיבוט גנטי והנדסת איברים.	ʁabanˈim ufoskˈej halaχˈa hitkansˈu ladˈun besuɡjˈot ʔˈetijot hakʃuʁˈot leʃibˈut ɡenˈeti vehandasˈat ʔejvaʁˈim.
מפיק הטלוויזיה ליהק שחקנים אנונימיים לריאליטי הישרדות אכזרי שצולם על אי טרופי בודד.	mefˈik hatelevˈizja lihˈek saχkanˈim ʔanonˈimijim leʁeʔalˈiti hisaʁdˈut ʔaχzaʁˈi ʃetsulˈam ʔˈal ʔˈi tʁˈopi bodˈed.
